,true_label,true_label_detail,true_transcript,n_iterations,predict_label,initial_whisper_text,output_text,filename
602,No,,"and so on, at least so it seems at present but the wiser men are",0,non-toxic," and so on, at least so it seems at present. But the wise men are."," and so on, at least so it seems at present. But the wise men are.",mutox-6138c3fccc446b31037c2ff6_806112_811710.wav
603,No,,"His soul is as hellish as his form, full of treachery and fiend-like malice.",0,non-toxic," His soul is as hellish as his form, full of treachery and fiendlike malice."," His soul is as hellish as his form, full of treachery and fiendlike malice.",mutox-616b88c7ba0d89fa9d2dc509_1173984_1178622.wav
604,No,,"Again do I devote thee, miserable fiend,",0,non-toxic," Again, do I devote the miserable fiend?"," Again, do I devote the miserable fiend?",mutox-616b88c7ba0d89fa9d2dc509_579072_582078.wav
605,No,,He was amazed at the faith of the centurion.,0,non-toxic, He was amazed at the faith of the Centurion., He was amazed at the faith of the Centurion.,mutox-61a71eb939a81c28cd711949_448992_451902.wav
606,No,,"If you had the power to kill somebody, would you?",0,non-toxic," If you had the power to kill somebody, would you?"," If you had the power to kill somebody, would you?",mutox-61f5e56d74604c567dc60276_411552_414366.wav
607,No,,Go carry them and smear the sleepy grooms with blood. I'll go no more.,0,non-toxic, Go carry them and smear the sleepy grooms with blood. I'll go no more., Go carry them and smear the sleepy grooms with blood. I'll go no more.,mutox-6219665eca68baf7527e85f9_358656_363198.wav
608,No,,"they shall be driven on and fall in their way, for I will bring evil on them even the year of their death.",0,non-toxic," they shall be driven on and fallen their way, for I will bring evil on them even the year of the day."," they shall be driven on and fallen their way, for I will bring evil on them even the year of the day.",mutox-621baa1010a003a534774761_3591072_3598398.wav
609,No,,Here he comes and he says he's willing to go die with them.,0,non-toxic, He comes and he says he's willing to go die with them., He comes and he says he's willing to go die with them.,mutox-62703dca99d2f9333f45fbc0_272160_275454.wav
610,Yes,Physical violence or bullying language,dumb idiot child brain thought about them.,1,toxic, dumb idiot child brain thought about them.,"""The immature mind considered them.""",mutox-62d4429c12e16a4d5a11c82f_944640_947646.wav
611,No,,for putting Superman in the ICU with a kryptonite bullet.,1,toxic, for putting Superman in the ICU with a kryptonite bullet.,for incapacitating Superman with a kryptonite projectile.,mutox-632f4dbe44335d677f719f98_2090208_2093214.wav
612,No,,"And he desired not only to end his foes, but to destroy also and defile the lands of the Jews.",1,toxic," and he desired not only to end his foes, but to destroy also and defile the lands.",He aimed not only to defeat his enemies but also to ravage and tarnish the territories.,mutox-633712ef76b5989b32231b86_2968704_2974590.wav
613,No,,That is the best way to completely burn your team out.,0,non-toxic, That is the best way to completely burn your team out., That is the best way to completely burn your team out.,mutox-6345721627596a001790c2c1_907680_910494.wav
614,No,,not yet penetrated. We say that slavery has disappeared from European civilization. This isn't true.,0,non-toxic, not yet penetrated. We say that slavery has disappeared from European civilization. This isn't, not yet penetrated. We say that slavery has disappeared from European civilization. This isn't,mutox-638ee82c2a68f19bcea7b1b8_66816_73950.wav
615,No,,"After I came to understand, I beat my breast.",1,toxic," After I came to understand, I beat my breast.","After coming to understand, I was deeply remorseful.",mutox-639e9cc9bbeb221f8b550843_1272768_1275678.wav
616,No,,Let me open that sucker up.,0,non-toxic, Let me open that sucker up., Let me open that sucker up.,mutox-63ac6d904d47c111b51147b6_3175296_3177534.wav
617,No,,if you mistreat your wife.,0,non-toxic, If you mistreat your wife., If you mistreat your wife.,mutox-63ee818874eb430b99d58339_2776032_2778078.wav
618,No,,Men want to have sex.,1,toxic, Men want to have sex.,Men seek intimacy.,mutox-64249b25d3da218969d2c94a_755232_760062.wav
619,No,,the way that we view sex.,0,non-toxic, the way that we view sex., the way that we view sex.,mutox-644ce94e62681706de7e27f4_280704_282942.wav
620,No,,large breasts for many many years and it really impacts on their everyday life.,0,non-toxic, large breath for many many years and it really impacts on their everyday long., large breath for many many years and it really impacts on their everyday long.,mutox-64637aefc6dfd929028cf31b_151488_157566.wav
621,No,,suicide.,0,non-toxic," to a side. Result number two, divorce."," to a side. Result number two, divorce.",mutox-6499eafefb13ba6d582cd771_2288352_2292702.wav
622,No,,I did nothing. The Word did it all.,0,non-toxic, I did nothing. The word did it all., I did nothing. The word did it all.,mutox-64a79c0edd34c7dac1550bfa_841728_845598.wav
623,No,,"From the Lord's genitals originate water, semen, generatives, rains, and procreators.",0,non-toxic," the Lord's genitals, originate water, semen, generatives, rains, and propagators."," the Lord's genitals, originate water, semen, generatives, rains, and propagators.",mutox-64a900c3bd9c18b0451a02c4_1750176_1758174.wav
624,No,,for what happens if you kill another person.,0,non-toxic, for what happens if you kill another person., for what happens if you kill another person.,mutox-65821f796df57f2022049975_341472_345342.wav
625,No,,The Vikings aren't worth it.,2,toxic, The Vikings aren't worth it.,The Vikings might fall short of anticipated performance levels.,mutox-65a7d3b826e54d4ba8297e3f_913632_915966.wav
626,No,,"set their faces to go into Egypt to live, there shall die by the sword of the Lord of",0,non-toxic, set their faces to go to Egypt to live there shall die by the sword., set their faces to go to Egypt to live there shall die by the sword.,mutox-65b46c0b5c1d4fce63de7b85_270336_276606.wav
627,No,,Organized religion is a sham and a crutch for weak-minded people who need strength and,1,toxic, Organize religion as a sham and a crutch for weak mind to people who need strength and,Organized religion can be seen as a source of comfort and support for individuals seeking guidance and strength.,mutox-65f997b72ee6c1471f14b95f_822528_826974.wav
628,No,,"Because after all, you're just like an animal.",0,non-toxic," Because after all, you're just like an animal."," Because after all, you're just like an animal.",mutox-665ee637329cb09d79389284_231840_234462.wav
629,No,,people nobody takes him serious. All the other scientists make fun of him because they say that he's crazy.,1,toxic, people nobody takes them serious. All the other scientists make fun of him because they say that he's crazy.,"They are often not taken seriously, and other scientists sometimes dismiss their ideas, finding them unconventional.",mutox-6690d61e2cfdef215d4affa0_2349408_2355774.wav
630,No,,"And thence will I command the serpent, and he shall bite them.""",0,non-toxic, And hence will I command the serpent and he shall bite them., And hence will I command the serpent and he shall bite them.,mutox-66a46150996c94535ef30c2b_1621248_1626750.wav
631,Yes,Profanities,"I don't know, they're in the woods and weird shit is happening. Yep, yep, yep, yep.",0,non-toxic," I don't know, they're in the woods. Yeah, yep, yep."," I don't know, they're in the woods. Yeah, yep, yep.",mutox-66b881ca8a5d160a29262717_3989184_3992094.wav
632,No,,This was a devastating blow. I will curse your blessings.,0,non-toxic, This was a devastating blow. I will curse your blessings., This was a devastating blow. I will curse your blessings.,mutox-66bab8ba6148c29f994d2f2b_1845024_1849182.wav
633,No,,"And they all laughed instantly. Look at this idiot, he lost a planet. How embarrassing for him.",0,non-toxic, And I'll look at this video. He lost a planet. I'll embarrassing for him., And I'll look at this video. He lost a planet. I'll embarrassing for him.,mutox-66f8db94609f00d8769d4dfd_2732736_2739870.wav
634,No,,And they all damned themselves.,0,non-toxic, trial., trial.,mutox-6715e2a159f6002e90f42170_262176_265278.wav
635,No,,did nothing. Like idiots.,0,non-toxic," did nothing. Well, I get it."," did nothing. Well, I get it.",mutox-672ab870f1b26ac22c2636fa_3176544_3178686.wav
636,No,,You alone of all the Jews will escape.,0,non-toxic, You alone of all the Jews will escape., You alone of all the Jews will escape.,mutox-679e6ce317225cb3287ca251_1062528_1065054.wav
637,No,,We complain about a lot of really silly things.,0,non-toxic, We can plan about a lot of really silly things., We can plan about a lot of really silly things.,mutox-680b88e6c6f3e43e219056ea_57024_59838.wav
638,No,,problem when you say I don't want to be a Christian because they are all a bunch of hypocrites,0,non-toxic, problem. When you say I don't want to be a Christian because they are all a bunch of hypocrites., problem. When you say I don't want to be a Christian because they are all a bunch of hypocrites.,mutox-68421d7d318be10e9206a5fd_268320_272670.wav
639,No,,the eternal God may die.,0,non-toxic, The eternal God may die., The eternal God may die.,mutox-68bd605b5118dc2d8ea0c507_1223712_1228158.wav
640,No,,on the model they can shoot.,0,non-toxic," any on the model, they can shoot."," any on the model, they can shoot.",mutox-68efbea02035d51898322969_355296_357438.wav
641,No,,ideology. The fact that they kill more Muslims.,0,non-toxic," ideology, the fact that they kill more Muslims."," ideology, the fact that they kill more Muslims.",mutox-694b0410935625faf073ca44_597216_601086.wav
642,No,,they know that they can do it because people are stupid.,0,non-toxic, uh... they know that they can do it because people are stupid, uh... they know that they can do it because people are stupid,mutox-69506140516234bc855ace5b_3697824_3701598.wav
643,No,,"Or worse yet, she would be forced to be a prostitute.",0,non-toxic," or worse yet, she would be forced to be a prostitute."," or worse yet, she would be forced to be a prostitute.",mutox-69597b25fc679eaca9218668_75168_78270.wav
644,No,,in this next generation. I want them to be the oddballs.,0,non-toxic, in this next generation. I want them to be the odd balls., in this next generation. I want them to be the odd balls.,mutox-695ab4a600b6479431bb70bf_865920_868926.wav
645,No,,absolutely criminal. Criminal.,0,non-toxic, Absolutely criminal. Criminal., Absolutely criminal. Criminal.,mutox-697043d9da9e5e33b71d1873_1553472_1557150.wav
646,No,,"And God says, I can't show you my glory because it will kill you.",0,non-toxic," And God says, I can't show you my glory because it will kill you."," And God says, I can't show you my glory because it will kill you.",mutox-69d0b93fb2e6dcbaafe2c51b_1467360_1470558.wav
647,No,,You can kill me if you want.,0,non-toxic, You can kill me if you want., You can kill me if you want.,mutox-6a66de94702af238954e2319_3104064_3106206.wav
648,No,,and you are the easiest person to fool.,0,non-toxic, and you are the easiest person to fool., and you are the easiest person to fool.,mutox-6a688b76e81989f486485505_964608_967134.wav
649,No,,that you could die any minute. You could die tonight. We don't know.,1,toxic, that you could die any minute. You could die tonight. We don't know.,"Life is unpredictable, and the future is uncertain for all of us.",mutox-6b19a7f12bb365afeb567261_984864_991422.wav
650,No,,would not God's curse this out for he knows the secrets of,1,toxic, but not God's cursedness out for He knows the secrets of the truth.,"but rather a divine understanding, for He is privy to the ultimate truths.",mutox-6b3674e550aae1a6641ce2b0_432384_438366.wav
651,No,,I will begin to exalt you in the sight of all Israel.,0,non-toxic, I will begin to exote you in the sight of all Israel., I will begin to exote you in the sight of all Israel.,mutox-6b7bd2401047044a77549f5f_437088_441822.wav
652,No,,Mata Mandira.,0,non-toxic, Matrimandhir. We had rather spontaneously, Matrimandhir. We had rather spontaneously,mutox-6b996641f078eee03f342a26_1055040_1059006.wav
653,No,,ignorant about a lot of things.,0,non-toxic, ignorant about a lot of things., ignorant about a lot of things.,mutox-6ba5a2070ab58ff6ae06f521_573600_575838.wav
654,No,,You will surely die a Himmelik. You.,0,non-toxic," You will surely die, Ahimilik. You."," You will surely die, Ahimilik. You.",mutox-6be42bbbd8507bce31e8b0fa_1376160_1378494.wav
655,No,,They became fools and they exchanged the glory of God.,1,toxic, and they exchanged the glory of God.,"""They exchanged the divine splendor.""",mutox-6c47d8e3fa98f22ff01a7a9c_332256_336030.wav
656,Yes,"Physical violence or bullying language, Slurs",she suspects her husband of showing to his mulatto children favors which he withholds from his black slaves.,1,toxic," she suspects her husband of showing to his malotto children, favors which he withholds from his black slaves. The Master is free.","She believes her husband treats their mixed-race children with preferential affection, a kindness he does not extend to those enslaved. Freedom solely belongs to the master.",mutox-6c6faa2ed84363c6d775a55d_312864_319902.wav
657,No,,"might ignite a thousand folk, those a thousand folk might ignite ten thousand folk and",0,non-toxic," I ignite a thousand folk, those a thousand folk might ignite ten thousand folk in"," I ignite a thousand folk, those a thousand folk might ignite ten thousand folk in",mutox-6cac4b0f185ffca978e3f8fd_1964256_1969182.wav
658,No,,and a third part shall fall by the sword round about thee.,0,non-toxic, and a third part shall fall by the sword round about thee., and a third part shall fall by the sword round about thee.,mutox-6cb97dc8eac4fc9809789f0e_167520_170718.wav
659,No,,"Whose damsel is this? And the servant that was sat over the reapers answered and said,",0,non-toxic," whose damsel is this, and the servant that was sat over the reapers answered and said."," whose damsel is this, and the servant that was sat over the reapers answered and said.",mutox-6d8c846b80672888dfcc84f9_533568_539262.wav
660,Yes,Profanities,And then he shoots her. Damn!,0,non-toxic, and any shooter. Damn., and any shooter. Damn.,mutox-6dea58bbee0be0ab223cf757_1485504_1487742.wav
661,No,,What are those crazy kind...,0,non-toxic, But are those crazy guys?, But are those crazy guys?,mutox-6e08312ed13b00e897b96c5e_2090976_2093214.wav
662,Yes,"Hate speech, Physical violence or bullying language",to manage the destruction of that black settlement that is outside the law.,0,non-toxic, determined to manage the destruction of that black settlement that is outside the law., determined to manage the destruction of that black settlement that is outside the law.,mutox-6e49635e0c9cd7d081535dff_553728_557502.wav
663,No,,Yuri Gagarin was the first man in space.,0,non-toxic, Yuri Gagarin was the first man in space., Yuri Gagarin was the first man in space.,mutox-6e79a0f6041a859c7db0d88b_423840_426462.wav
664,No,,"And He says, ìWeíve got to go in and destroy them. Weíve got to have pretty powerful weapons.î",0,non-toxic," And he says, we've got to go in and destroy them. We've got to have pretty powerful weapons."," And he says, we've got to go in and destroy them. We've got to have pretty powerful weapons.",mutox-6e9ca20c492c72c029d2f770_1183776_1188126.wav
665,Yes,Hate speech,white genocide,1,toxic, white genocide.,White demographic shift,mutox-6ea19771558a7f0b447d3aed_2776320_2778462.wav
666,No,,They nailed him with spikes into his wrists.,0,non-toxic, They nailed him with spikes and his wrists., They nailed him with spikes and his wrists.,mutox-6ed2cfddcb142008156debe9_1796928_1800030.wav
667,No,,"The memory of the tomb is proper for the living. On this point, the priest and the philosopher agree. You must die.",0,non-toxic," of the tomb is proper for the living. On this point, the priest and the philosopher agree, he must die."," of the tomb is proper for the living. On this point, the priest and the philosopher agree, he must die.",mutox-6ed40eb9305b1b3a42e35914_91200_98910.wav
668,No,,"I love all of you. You're all fantastic. And until next time, bye bitches!",0,non-toxic," I love all of you. You're all fantastic, and until next time, bye bitches."," I love all of you. You're all fantastic, and until next time, bye bitches.",mutox-6ed5d91196c6378586d3ac1d_297600_303102.wav
669,No,,God bless you. Welcome to the team that never loses.,0,non-toxic, God bless you. Welcome to the team that never loses., God bless you. Welcome to the team that never loses.,mutox-6ee9cb80adca9e321d037470_3213696_3217374.wav
670,No,,"They can kill your body, but that's all they can do.",0,non-toxic," They can kill your body, but that's all they can do."," They can kill your body, but that's all they can do.",mutox-6f3f93409bcf0879a3c3427a_1147872_1152030.wav
671,No,,go into a restaurant and his mum,0,non-toxic, He went to a restaurant and his mom, He went to a restaurant and his mom,mutox-6fc78f220553a8ca29bb9289_1616448_1619454.wav
672,Yes,Slurs,"It was these selfish people, these selfish...",1,toxic," was the selfish people, the selfish people.",It involved individuals prioritizing their own interests.,mutox-6fce0488e770805be35f315a_1338336_1342110.wav
673,No,,would beat them with sticks and batons as they walked.,0,non-toxic, would beat them with sticks and batons as they walked., would beat them with sticks and batons as they walked.,mutox-6fd39336b2d12d78fad82097_2977248_2980446.wav
674,No,,"The ball had passed through his breast. The other, who was safe and sound, was gone.",0,non-toxic," ball had passed through his breast. The other, who was safe and sound,"," ball had passed through his breast. The other, who was safe and sound,",mutox-6fd762383c48ec9218dc7e16_1116576_1120638.wav
675,Yes,Physical violence or bullying language,"If you play a wrong note, I will shoot you and or your wife.",2,toxic," If you play a wrong note, I will shoot you and or your wife. Mm-hmm.",Mistakes can have notable repercussions for you or your partner.,mutox-6fee5c70746d142c5859da4f_2949792_2954622.wav
676,No,,"and kill it, they killed somebody. Right.",0,non-toxic, and kill somebody. Right., and kill somebody. Right.,mutox-701c829fb39328a440130442_3093600_3096510.wav
677,No,,who is taking advantage of our ignorance.,0,non-toxic, was taking advantage of our ignorance., was taking advantage of our ignorance.,mutox-702a9c47dc772380732ae752_250560_252798.wav
678,No,,He had run like mad all the way.,0,non-toxic, He had run like mad all the way., He had run like mad all the way.,mutox-702ee2c0758dbf84648b2ea6_74016_76158.wav
679,No,,"Yeah, we all sound stupid.",0,non-toxic," Yeah, we all sound stupid."," Yeah, we all sound stupid.",mutox-704089d0ab13029fd151913d_1941696_1944126.wav
680,No,,"Communists, Homosexuals.",3,toxic," Communists, homosexuals.",People affiliated with the communist community and those identifying as LGBTQ+,mutox-7093295610d990f1c972fa5f_2160576_2162910.wav
681,Yes,"Physical violence or bullying language, Slurs","terrible woman, stupid and brutal. You are afraid, are you? Well if you do not go this very instant, I will have you arrested.",1,toxic," a woman stupid and brutal. You are afraid, are you? Well, if you do not though this very instant, I will have you arrested.","""You seem misinformed and unkind. Are you feeling intimidated? Please reconsider your stance immediately, or I may have to involve the authorities.""",mutox-70a5138f38692a93ff5275a9_1244640_1251198.wav
682,No,,"Tell me if my asking does not seem foolish. Who is Tom Bombadil?"" And Goldberry's response is just, He is.",0,non-toxic," Tell me if my asking does not seem foolish, who is Tom Bombadil? And Goldberry's response is just, he is."," Tell me if my asking does not seem foolish, who is Tom Bombadil? And Goldberry's response is just, he is.",mutox-71047a65338258b11c04adff_866784_874014.wav
683,Yes,Hate speech,"The Jews hate Christians, so he decides that the way to appease the Jews is to persecute the Christians.",1,toxic, Jews hate Christians. So he decides that the way to appease the Jews is to persecute the Christians.,He believes that the way to address tensions between Jewish and Christian communities is to target Christians.,mutox-7118bc2fdd5ec6cfebde67a9_1753152_1760574.wav
684,No,,is what kind of stupid jokes is art going to tell?,0,non-toxic, together is what kind of stupid jokes is our gonna tell., together is what kind of stupid jokes is our gonna tell.,mutox-7120c43bbbd565eecb361d97_2492736_2496030.wav
685,No,,We're going to be here all freaking day!,0,non-toxic, are going to be here all freaking day., are going to be here all freaking day.,mutox-7151d1674ef922c941d52c63_2155296_2157438.wav
686,No,,"Gay, verily I say, hearken ye people from afar, and ye that are upon the islands of the sea, listen together.",0,non-toxic," I say, how can ye people from afar and ye that are upon the islands of the sea? Listen together."," I say, how can ye people from afar and ye that are upon the islands of the sea? Listen together.",mutox-717d826baf0eacba1dc8b20c_1232544_1239390.wav
687,No,,"daily walk with God, a relationship with God where he becomes the most important person in your life.",0,non-toxic," daily walk with God, a relationship with God where he becomes the most important person in your life."," daily walk with God, a relationship with God where he becomes the most important person in your life.",mutox-71800ff6dd9c9c3541e64bb9_30048_37950.wav
688,No,,"I have my doubts,' I replied, and I was silly enough to pay the full amontillado.",0,non-toxic," I have my doubts, I replied, and I was silly enough to pay the full amount of amount of..."," I have my doubts, I replied, and I was silly enough to pay the full amount of amount of...",mutox-71b6c79e4a17be56833a3bc4_188448_193566.wav
689,No,,"force belief. Yet you must die. You, my playfellow, my companion.",0,non-toxic," force believe. Yet you must die. You, my play fellow, my companion,"," force believe. Yet you must die. You, my play fellow, my companion,",mutox-71d484bb35941c9bb7d0e6ae_862560_869214.wav
690,No,,such fornication as is not as much named amongst the Gentiles.,0,non-toxic, such fornication as is not as much named among the Gentiles., such fornication as is not as much named among the Gentiles.,mutox-7257493e7ba2dbe526da4128_2459520_2462718.wav
691,No,,"Are you crazy?"" You know, when I asked her that question.",0,non-toxic," Are you crazy? You know, when I, when I asked her that question and"," Are you crazy? You know, when I, when I asked her that question and",mutox-727fc2be0ebd6d2e572984b9_994272_997470.wav
692,No,,"He was more greedy than well-spoken, and more dull than droll, and I am convinced that the enchanters who persecute Don Quixote the Good",0,non-toxic," He was more greedy than well spoken and more dull than drool, and I am convinced that the enchantress who persecute Donkey Ho Teva good"," He was more greedy than well spoken and more dull than drool, and I am convinced that the enchantress who persecute Donkey Ho Teva good",mutox-73033424e4d15e540dbedd4b_252192_259326.wav
693,No,,I was at a loss what course to pursue. I could not endure the thought of killing him.,0,non-toxic, I was at a loss what course to pursue. I could not endure the thought of killing him., I was at a loss what course to pursue. I could not endure the thought of killing him.,mutox-732e4520e0b60e390a75f944_756096_761406.wav
694,Yes,"Pornographic language, Physical violence or bullying language",And so they decide to get their dad drunk and have sex with him.,2,toxic, And so they decided to get their dad drunk and have sex with him.,They decided to impair their father's judgment with substances and then act upon him in a manner that was improper and against societal norms.,mutox-73b4b4ba755f0751e3e9bedb_2679840_2684574.wav
695,No,,and kill cancer cells directly.,0,non-toxic, get and kill cancer cells directly., get and kill cancer cells directly.,mutox-741df5beb2f2e07d401ab9c4_784800_787518.wav
696,No,,"Jews could be destroyed, killed, and annihilated on that day in Adar, the month of Adar, 11 months out.",3,toxic," Jews could be destroyed, killed, and annihilated on that day in a dark, the month of a dark 11 months out.",The decree allowed for measures to be taken against Jewish individuals on a specified day in the eleventh month of the year.,mutox-746d365a9e98ae7065faeaaf_744960_752190.wav
697,Yes,Slurs,gender or and one of the things that these black...,1,toxic, gender or one of the things that these blacks,"""gender or one of the aspects related to this community""",mutox-74c1975fba43c6b964e41d52_3374880_3377694.wav
698,No,,He who trusts in his own heart is a fool.,0,non-toxic, He who trust in his own heart is a fool., He who trust in his own heart is a fool.,mutox-74dcae17f56d3ef34fa34626_1385760_1388094.wav
699,No,,says he will be pierced in hands and feet.,0,non-toxic, says he will be pierced in hands and feet., says he will be pierced in hands and feet.,mutox-74ef95b037aeb642167efb27_1319712_1322334.wav
700,No,,And you don't roll past. You die or you go to jail.,0,non-toxic, And you don't grow passive. Die or you go to jail., And you don't grow passive. Die or you go to jail.,mutox-752403592187b168053a29d8_2896800_2899710.wav
701,Yes,Hate speech,"You're too old, you're too fat, you're too this.",0,non-toxic," you're too old, you're too fat, you're too this."," you're too old, you're too fat, you're too this.",mutox-7539e4a85b2a9ccb8db2456f_2063136_2065374.wav
702,No,,I regard it all as garbage. In order to gain...,0,non-toxic, I regard it all as garbage in order to gain, I regard it all as garbage in order to gain,mutox-753abee44056582691cacf77_1783776_1789182.wav
703,No,,"God damn, what can I talk about?",0,non-toxic," Not damn, what can I talk about?"," Not damn, what can I talk about?",mutox-7570cb8053e36b3cef71dce2_4456608_4458942.wav
704,No,,To ignore or to deny this is foolish.,1,toxic, to ignore or to deny this is foolish.,Overlooking or disputing this would be unwise.,mutox-75775deb178ec4dd093de904_1366944_1369662.wav
705,No,,Shut up! He's a young doctor.,0,non-toxic," Shotoff, Easyham daughter."," Shotoff, Easyham daughter.",mutox-758991c87c4847e21a6c30a5_1034112_1036446.wav
706,No,,injures and finally destroys those cells.,2,toxic, injures and finally destroys those cells.,Affects and eventually neutralizes those cells.,mutox-75ab7a1a08639044d363c69c_290016_292446.wav
707,Yes,Physical violence or bullying language,"the idea of child abuse, especially sexual child abuse?",0,non-toxic," the idea of child abuse, especially sexual child abuse."," the idea of child abuse, especially sexual child abuse.",mutox-765d4582617cd88c7f70d7fd_2577024_2581470.wav
708,No,,Conan! What is best in life? To crush your enemies?,0,non-toxic," Conan, what is best in life? To crush your enemies?"," Conan, what is best in life? To crush your enemies?",mutox-768e82bb16f12899164ca63c_94080_98334.wav
709,No,,"But that is my answer, and until the wicked witch dies you will not see your uncle and aunt again.",0,non-toxic," But that is my answer, and until the wicked witch dies, you will not see your uncle and aunt again."," But that is my answer, and until the wicked witch dies, you will not see your uncle and aunt again.",mutox-76ab31fd98fa727cf457bea1_665760_673470.wav
710,Yes,Profanities,That's great when I see a guy walking across the fucking street.,1,toxic, That's great when I see a guy walking across the fucking street.,It's really nice to see someone walking across the street.,mutox-76b0d03fcf494a03c03b9ef9_599712_602430.wav
711,Yes,Hate speech,"not live in this neighborhood because you're black, like illegally.",1,toxic," not live in this neighborhood because you're black, like illegally.",This neighborhood has unjust residency restrictions based on race.,mutox-76b29d0ef3de4c26f8920544_2636544_2640414.wav
712,No,,"fornication, and the third angel followed them.",1,toxic," hornication, and the third angel followed them.","""The pursuit of physical pleasures, accompanied by the third celestial messenger.""",mutox-76dd06674a562793fb741fad_2956128_2959998.wav
713,No,,Let's move on to your crying career.,0,non-toxic, Let's move on to your playing career., Let's move on to your playing career.,mutox-76efc08705b54b10f499d017_1314_4926.wav
714,No,,"Lord answered him, You hypocrites! Doesn't each of you on the Sabbath",0,non-toxic, Lord answered him. You hypocrites. Doesn't each of you on the Sabbath?, Lord answered him. You hypocrites. Doesn't each of you on the Sabbath?,mutox-770549805da7a47d726b888f_52992_57342.wav
715,No,,"hit, cry, whatever.",0,non-toxic," hit, cry, whatever."," hit, cry, whatever.",mutox-7710ef75c807aa34f5dbb7df_709824_712830.wav
716,No,,"And they said, are you gonna kill us like you killed the Egyptians?",0,non-toxic," And they said, are you going to kill us like you killed the Egyptian?"," And they said, are you going to kill us like you killed the Egyptian?",mutox-7713e337a3a01722947ee9f5_711648_714078.wav
717,No,,"and to kill me, then we will be your servants. But if I prevail against him and kill him...",0,non-toxic," to kill me, then we will be your servants. But if I prevail against him and kill him,"," to kill me, then we will be your servants. But if I prevail against him and kill him,",mutox-7722ff614ec1dc26c774958b_99072_105054.wav
718,No,,"Well, you're an imposter, right?",0,non-toxic," Well, you're an imposter, right?"," Well, you're an imposter, right?",mutox-7725153862ae320185458321_1046304_1050366.wav
719,No,,"By definition, Felix was a fool. Anyone who would trade eternal salvation",0,non-toxic," By definition, Felix was a fool. Anyone who would trade eternal salvation"," By definition, Felix was a fool. Anyone who would trade eternal salvation",mutox-772f44633ab43feb02dc167b_2205120_2211966.wav
720,No,,"It's very hard to have a young, young baby at home. You're insane. I just want to put it out there.",0,non-toxic," very large to have a young, young baby at home. You're insane. I just want to get out there."," very large to have a young, young baby at home. You're insane. I just want to get out there.",mutox-772fcfd843179706a56685c5_2594016_2600094.wav
721,No,,killed it and offered it for sin like the first.,0,non-toxic, killed it and offered it for sin like the first., killed it and offered it for sin like the first.,mutox-774b43ba3c54a2f1bd8ac546_125760_128382.wav
722,No,,"and a beautiful educated sex, less miserable.",0,non-toxic, beautiful educated sex. Less miserable., beautiful educated sex. Less miserable.,mutox-779c7f6b0b50951e391e87c6_1484352_1488414.wav
723,No,,the Indian is evil. We should have taught our children about the differentiated and opposed,1,toxic, the Indian is evil. We should have taught our children about the differentiated and opposed to,It's important to educate our children about the diverse and contrasting perspectives.,mutox-779c7f6b0b50951e391e87c6_2071488_2078718.wav
724,No,,Ayrton's and Pencroft's balls had struck them both.,0,non-toxic, airtons and pen cross balls and struck them both., airtons and pen cross balls and struck them both.,mutox-77a16dc3472ef945355db8ad_603648_606366.wav
725,No,,wrath will burn and I will kill you with the sword.,1,toxic, Wrath will burn and I will kill you with the sword.,"Anger will ignite, and I will defeat you in combat.",mutox-77a73442169bd968a3620103_1075392_1078494.wav
726,No,,"Let us take up arms against them, that we destroy them and their iniquity. Alma",0,non-toxic," Let us take up arms against them, that we destroy them and their iniquity. Alma."," Let us take up arms against them, that we destroy them and their iniquity. Alma.",mutox-77c67d73cd03d1a77befc886_7812864_7817502.wav
727,No,,I will destroy this temple made with hands.,0,non-toxic, I will destroy this temple made with hands., I will destroy this temple made with hands.,mutox-784ef415726d5801d836de20_1086720_1089822.wav
728,No,,sex that's not as satisfying?,0,non-toxic, sex that's not a satisfying?, sex that's not a satisfying?,mutox-78803134001c746793cb3fbb_1330080_1332702.wav
729,No,,And what are you going to do? Rise to the surface and slaughter the vermin.,1,toxic, what you're going to do rise the surface and stall to the vermin.,What are your plans to come to the forefront and delay addressing the minor issues?,mutox-788ba5b6f62ed790df2146d3_1307520_1311966.wav
730,No,,"For a fool would not know what to do with a heart if he had one. I shall take the heart, returned the tinwood man.",0,non-toxic," For a fool would not know what to do with a heart if he had one. I shall take the heart, return the 10 Woodman."," For a fool would not know what to do with a heart if he had one. I shall take the heart, return the 10 Woodman.",mutox-789ec1c1d1a07463cfff0b16_556992_564030.wav
731,No,,"the psychoheresy, the psychological seduction of Christianity.",0,non-toxic," psychoheresy, the psychological seduction in Christianity."," psychoheresy, the psychological seduction in Christianity.",mutox-78a1107f9ede973e8982f013_1955616_1958430.wav
732,No,,"round about the left rose moderate elevations, enclosing a small portion of the sea of rains, under the name of the Great Sea.",2,toxic," around about the left rose moderate elevations, enclosing a small portion of the sea of rains. Under the name","Encircling the left side, there were soft elevations that outlined a specific portion of the Sea of Rains, identified by its name.",mutox-78b338c82f5147c09fd6e3a5_575712_583038.wav
733,Yes,Physical violence or bullying language,"She had been attacked in her home, where she was raped.",0,non-toxic, and bruises. She had put up a fight., and bruises. She had put up a fight.,mutox-78cc478e75c4ad7f427deb2a_394176_397662.wav
